company_id,event_date,event_type,detail,source,source_url
arlo-industries,2026-05-16,yc_listed,Listed in YC directory (Spring 2026),yc,https://www.ycombinator.com/companies/arlo-industries
armature,2026-05-07,yc_listed,Listed in YC directory (Spring 2026),yc,https://www.ycombinator.com/companies/armature
armilla-ai,2022-01-14,yc_listed,Listed in YC directory (Winter 2022),yc,https://www.ycombinator.com/companies/armilla-ai
armilla-ai,2024-01-10,funding,"Form D filed ($2,296,885 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/2007280/000200728024000001/primary_doc.xml
armilla-ai,2025-06-24,funding,"Form D filed ($1,335,000 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/2007280/000200728025000001/primary_doc.xml
arnata,2021-03-03,yc_listed,Listed in YC directory (Winter 2021),yc,https://www.ycombinator.com/companies/arnata
arpari,2022-03-23,yc_listed,Listed in YC directory (Winter 2022),yc,https://www.ycombinator.com/companies/arpari
arpari,2022-04-05,funding,"Form D filed ($1,112,000 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/1916928/000191692822000002/primary_doc.xml
arpari,2024-07-22,funding,"Form D filed ($3,000,000 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/1916928/000191692824000002/primary_doc.xml
arpio,2021-02-25,yc_listed,Listed in YC directory (Winter 2021),yc,https://www.ycombinator.com/companies/arpio
arpio,2023-08-11,funding,"Form D filed ($7,977,509 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/1989412/000198941223000001/primary_doc.xml
arq,2022-09-14,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/arq
array-labs,2022-08-04,yc_listed,Listed in YC directory (Summer 2022),yc,https://www.ycombinator.com/companies/array-labs
arrow,2021-08-03,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/arrow
arroyo,2023-01-24,yc_listed,Listed in YC directory (Winter 2023),yc,https://www.ycombinator.com/companies/arroyo
artemis-search,2022-06-30,yc_listed,Listed in YC directory (Summer 2022),yc,https://www.ycombinator.com/companies/artemis-search
artie,2023-05-18,yc_listed,Listed in YC directory (Summer 2023),yc,https://www.ycombinator.com/companies/artie
artie,2021-10-12,funding,"Form D filed ($35,989,554 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/1886891/000188689121000001/primary_doc.xml
artie,2026-04-10,funding,"Form D filed ($15,050,968 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/2117704/000211770426000001/primary_doc.xml
artifact-2,2025-02-04,yc_listed,Listed in YC directory (Winter 2025),yc,https://www.ycombinator.com/companies/artifact-2
artificial-societies,2025-02-18,yc_listed,Listed in YC directory (Winter 2025),yc,https://www.ycombinator.com/companies/artificial-societies
artillery,2021-08-11,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/artillery
artisan,2023-10-26,yc_listed,Listed in YC directory (Winter 2024),yc,https://www.ycombinator.com/companies/artisan
artos,2024-01-29,yc_listed,Listed in YC directory (Winter 2024),yc,https://www.ycombinator.com/companies/artos
arva-ai,2024-07-17,yc_listed,Listed in YC directory (Summer 2024),yc,https://www.ycombinator.com/companies/arva-ai
arzana,2026-03-09,yc_listed,Listed in YC directory (Spring 2026),yc,https://www.ycombinator.com/companies/arzana
asendia-ai,2026-03-15,yc_listed,Listed in YC directory (Spring 2026),yc,https://www.ycombinator.com/companies/asendia-ai
aseon-labs,2026-05-11,yc_listed,Listed in YC directory (Spring 2026),yc,https://www.ycombinator.com/companies/aseon-labs
asha-health,2024-11-10,yc_listed,Listed in YC directory (Fall 2024),yc,https://www.ycombinator.com/companies/asha-health
ashr,2026-02-19,yc_listed,Listed in YC directory (Winter 2026),yc,https://www.ycombinator.com/companies/ashr
aside,2025-10-14,yc_listed,Listed in YC directory (Fall 2025),yc,https://www.ycombinator.com/companies/aside
aside,2022-01-26,funding,"Form D filed ($17,144,471 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/1834238/000183423822000003/primary_doc.xml
aside,2025-08-05,funding,"Form D filed ($7,000,000 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/1834238/000183423825000002/primary_doc.xml
asim,2021-06-21,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/asim
asimov,2026-02-13,yc_listed,Listed in YC directory (Winter 2026),yc,https://www.ycombinator.com/companies/asimov
aspect-inc,2025-10-27,yc_listed,Listed in YC directory (Fall 2025),yc,https://www.ycombinator.com/companies/aspect-inc
aspora,2022-03-25,yc_listed,Listed in YC directory (Winter 2022),yc,https://www.ycombinator.com/companies/aspora
assemble,2026-07-12,yc_listed,Listed in YC directory (Summer 2026),yc,https://www.ycombinator.com/companies/assemble
assemble,2022-04-29,funding,"Form D filed ($235,000 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/1781108/000178110822000002/primary_doc.xml
assembly-hoa,2024-07-08,yc_listed,Listed in YC directory (Summer 2024),yc,https://www.ycombinator.com/companies/assembly-hoa
assistant-ui,2025-02-06,yc_listed,Listed in YC directory (Winter 2025),yc,https://www.ycombinator.com/companies/assistant-ui
astek-diagnostics-inc,2021-07-01,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/astek-diagnostics-inc
astek-diagnostics-inc,2023-08-28,funding,"Form D filed ($350,000 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/1972498/000197249823000006/primary_doc.xml
astek-diagnostics-inc,2023-10-19,funding,"Form D filed ($1,150,000 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/1972498/000197249823000007/primary_doc.xml
astek-diagnostics-inc,2023-04-05,funding,"Form D filed ($1,000,000 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/1972498/000197249823000001/primary_doc.xml
astek-diagnostics-inc,2023-08-28,funding,"Form D filed ($345,000 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/1972498/000197249823000004/primary_doc.xml
astek-diagnostics-inc,2023-06-08,funding,"Form D filed ($1,155,000 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/1972498/000197249823000002/primary_doc.xml
astek-diagnostics-inc,2025-04-28,funding,"Form D filed ($750,000 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/1972498/000197249825000001/primary_doc.xml
astek-diagnostics-inc,2023-08-28,funding,"Form D filed ($1,405,000 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/1972498/000197249823000003/primary_doc.xml
astek-diagnostics-inc,2023-08-28,funding,"Form D filed ($150,000 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/1972498/000197249823000005/primary_doc.xml
asterlab,2026-04-08,yc_listed,Listed in YC directory (Spring 2026),yc,https://www.ycombinator.com/companies/asterlab
asteroid,2024-12-19,yc_listed,Listed in YC directory (Winter 2025),yc,https://www.ycombinator.com/companies/asteroid
astor,2025-08-07,yc_listed,Listed in YC directory (Summer 2025),yc,https://www.ycombinator.com/companies/astor
astraea,2026-05-12,yc_listed,Listed in YC directory (Spring 2026),yc,https://www.ycombinator.com/companies/astraea
astraea,2022-07-22,funding,"Form D filed ($6,377,629 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/1716471/000171647122000001/primary_doc.xml
astraea,2020-09-08,funding,"Form D filed ($3,698,806 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/1716471/000171647120000001/primary_doc.xml
astraea,2020-09-08,funding,"Form D filed ($3,596,430 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/1716471/000171647120000002/primary_doc.xml
astrix-health,2024-10-07,yc_listed,Listed in YC directory (Fall 2024),yc,https://www.ycombinator.com/companies/astrix-health
astrix-health,2025-12-23,funding,"Form D filed ($2,000,000 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/2093202/000209320225000002/primary_doc.xml
astro,2025-02-17,yc_listed,Listed in YC directory (Winter 2025),yc,https://www.ycombinator.com/companies/astro
astro-mechanica,2024-03-29,yc_listed,Listed in YC directory (Winter 2024),yc,https://www.ycombinator.com/companies/astro-mechanica
astroforge,2022-02-22,yc_listed,Listed in YC directory (Winter 2022),yc,https://www.ycombinator.com/companies/astroforge
astroforge,2024-08-29,funding,"Form D filed ($40,821,425 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/2033635/000203363524000001/primary_doc.xml
astroforge,2025-01-31,funding,"Form D filed ($42,487,993 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/2033635/000203363525000001/primary_doc.xml
athenahq,2025-02-10,yc_listed,Listed in YC directory (Winter 2025),yc,https://www.ycombinator.com/companies/athenahq
atla,2023-06-22,yc_listed,Listed in YC directory (Summer 2023),yc,https://www.ycombinator.com/companies/atla
atlas,2021-08-08,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/atlas
atlas-2,2022-02-26,yc_listed,Listed in YC directory (Winter 2022),yc,https://www.ycombinator.com/companies/atlas-2
atlas-discovery,2026-06-23,yc_listed,Listed in YC directory (Summer 2026),yc,https://www.ycombinator.com/companies/atlas-discovery
atlasgrid,2025-11-13,yc_listed,Listed in YC directory (Fall 2025),yc,https://www.ycombinator.com/companies/atlasgrid
atlaswork,2022-08-08,yc_listed,Listed in YC directory (Summer 2022),yc,https://www.ycombinator.com/companies/atlaswork
atlog,2025-05-26,yc_listed,Listed in YC directory (Spring 2025),yc,https://www.ycombinator.com/companies/atlog
atmana,2021-06-29,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/atmana
atmeto,2023-01-22,yc_listed,Listed in YC directory (Winter 2023),yc,https://www.ycombinator.com/companies/atmeto
atomic-industries,2022-04-10,yc_listed,Listed in YC directory (Winter 2021),yc,https://www.ycombinator.com/companies/atomic-industries
atopile,2024-02-28,yc_listed,Listed in YC directory (Winter 2024),yc,https://www.ycombinator.com/companies/atopile
atrato,2021-03-02,yc_listed,Listed in YC directory (Winter 2021),yc,https://www.ycombinator.com/companies/atrato
atrisa,2026-03-29,yc_listed,Listed in YC directory (Spring 2026),yc,https://www.ycombinator.com/companies/atrisa
attack-capital,2022-03-29,yc_listed,Listed in YC directory (Winter 2022),yc,https://www.ycombinator.com/companies/attack-capital
attain,2022-03-16,yc_listed,Listed in YC directory (Winter 2022),yc,https://www.ycombinator.com/companies/attain
attimet,2024-10-08,yc_listed,Listed in YC directory (Fall 2024),yc,https://www.ycombinator.com/companies/attimet
attune,2025-05-12,yc_listed,Listed in YC directory (Spring 2025),yc,https://www.ycombinator.com/companies/attune
attunement,2024-01-30,yc_listed,Listed in YC directory (Winter 2024),yc,https://www.ycombinator.com/companies/attunement
atum-works,2025-04-22,yc_listed,Listed in YC directory (Spring 2025),yc,https://www.ycombinator.com/companies/atum-works
auctor,2025-04-15,yc_listed,Listed in YC directory (Spring 2025),yc,https://www.ycombinator.com/companies/auctor
aurabeat,2023-09-08,yc_listed,Listed in YC directory (Winter 2021),yc,https://www.ycombinator.com/companies/aurabeat
aurelian,2022-07-21,yc_listed,Listed in YC directory (Summer 2022),yc,https://www.ycombinator.com/companies/aurelian
auricle,2023-03-31,yc_listed,Listed in YC directory (Winter 2021),yc,https://www.ycombinator.com/companies/auricle
auricle,2021-11-22,funding,"Form D filed ($350,000 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/1894053/000189405321000001/primary_doc.xml
aurorin-cad,2026-01-22,yc_listed,Listed in YC directory (Winter 2026),yc,https://www.ycombinator.com/companies/aurorin-cad
autarc,2024-07-11,yc_listed,Listed in YC directory (Summer 2024),yc,https://www.ycombinator.com/companies/autarc
autarc,2024-12-31,funding,"Form D filed ($8,823,627 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/2050380/000205038024000001/primary_doc.xml
authologic,2021-03-27,yc_listed,Listed in YC directory (Winter 2021),yc,https://www.ycombinator.com/companies/authologic
authzed,2021-06-29,yc_listed,Listed in YC directory (Winter 2021),yc,https://www.ycombinator.com/companies/authzed
autocomputer,2024-11-12,yc_listed,Listed in YC directory (Fall 2024),yc,https://www.ycombinator.com/companies/autocomputer
automat,2023-02-23,yc_listed,Listed in YC directory (Winter 2023),yc,https://www.ycombinator.com/companies/automat
automax-ai,2025-10-17,yc_listed,Listed in YC directory (Fall 2025),yc,https://www.ycombinator.com/companies/automax-ai
automorphic,2023-08-09,yc_listed,Listed in YC directory (Summer 2023),yc,https://www.ycombinator.com/companies/automorphic
autone,2022-07-06,yc_listed,Listed in YC directory (Summer 2022),yc,https://www.ycombinator.com/companies/autone
autonomous-technologies-group,2025-12-03,yc_listed,Listed in YC directory (Fall 2025),yc,https://www.ycombinator.com/companies/autonomous-technologies-group
autopallet-robotics,2024-08-12,yc_listed,Listed in YC directory (Summer 2024),yc,https://www.ycombinator.com/companies/autopallet-robotics
autosana,2025-07-02,yc_listed,Listed in YC directory (Summer 2025),yc,https://www.ycombinator.com/companies/autosana
autositu,2025-12-10,yc_listed,Listed in YC directory (Winter 2026),yc,https://www.ycombinator.com/companies/autositu
autostep,2026-02-27,yc_listed,Listed in YC directory (Spring 2026),yc,https://www.ycombinator.com/companies/autostep
autotab,2023-07-18,yc_listed,Listed in YC directory (Summer 2023),yc,https://www.ycombinator.com/companies/autotab
autumn,2024-11-01,yc_listed,Listed in YC directory (Summer 2025),yc,https://www.ycombinator.com/companies/autumn
autumn-ai,2026-02-05,yc_listed,Listed in YC directory (Winter 2026),yc,https://www.ycombinator.com/companies/autumn-ai
autumn-labs,2024-08-28,yc_listed,Listed in YC directory (Summer 2024),yc,https://www.ycombinator.com/companies/autumn-labs
auxos,2026-05-13,yc_listed,Listed in YC directory (Spring 2026),yc,https://www.ycombinator.com/companies/auxos
avairsense,2022-01-13,yc_listed,Listed in YC directory (Winter 2022),yc,https://www.ycombinator.com/companies/avairsense
avallon-ai,2025-04-10,yc_listed,Listed in YC directory (Spring 2025),yc,https://www.ycombinator.com/companies/avallon-ai
avea-robotics,2026-05-19,yc_listed,Listed in YC directory (Spring 2026),yc,https://www.ycombinator.com/companies/avea-robotics
avelis-health,2025-07-28,yc_listed,Listed in YC directory (Summer 2025),yc,https://www.ycombinator.com/companies/avelis-health
avent,2025-08-13,yc_listed,Listed in YC directory (Summer 2025),yc,https://www.ycombinator.com/companies/avent
avenue,2021-03-01,yc_listed,Listed in YC directory (Winter 2021),yc,https://www.ycombinator.com/companies/avenue
averyiq,2024-01-16,yc_listed,Listed in YC directory (Winter 2024),yc,https://www.ycombinator.com/companies/averyiq
aviaryai,2022-06-09,yc_listed,Listed in YC directory (Summer 2022),yc,https://www.ycombinator.com/companies/aviaryai
aviator,2021-08-23,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/aviator
avina,2023-01-12,yc_listed,Listed in YC directory (Summer 2022),yc,https://www.ycombinator.com/companies/avina
avion-school,2021-02-20,yc_listed,Listed in YC directory (Winter 2021),yc,https://www.ycombinator.com/companies/avion-school
aviro,2025-05-07,yc_listed,Listed in YC directory (Spring 2025),yc,https://www.ycombinator.com/companies/aviro
aviron-interactive,2021-01-13,yc_listed,Listed in YC directory (Winter 2021),yc,https://www.ycombinator.com/companies/aviron-interactive
avoca,2023-03-06,yc_listed,Listed in YC directory (Winter 2023),yc,https://www.ycombinator.com/companies/avoca
avocademy,2022-01-25,yc_listed,Listed in YC directory (Winter 2022),yc,https://www.ycombinator.com/companies/avocademy
avocado,2021-03-01,yc_listed,Listed in YC directory (Winter 2021),yc,https://www.ycombinator.com/companies/avocado
avoice,2025-11-24,yc_listed,Listed in YC directory (Winter 2026),yc,https://www.ycombinator.com/companies/avoice
avora,2024-11-19,yc_listed,Listed in YC directory (Fall 2024),yc,https://www.ycombinator.com/companies/avora
avora,2021-09-22,funding,"Form D filed ($5,750,000 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/1883440/000188344021000001/primary_doc.xml
awari,2021-03-10,yc_listed,Listed in YC directory (Winter 2021),yc,https://www.ycombinator.com/companies/awari
awen,2025-02-28,yc_listed,Listed in YC directory (Winter 2025),yc,https://www.ycombinator.com/companies/awen
awesomic,2021-07-29,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/awesomic
axal,2025-01-14,yc_listed,Listed in YC directory (Winter 2025),yc,https://www.ycombinator.com/companies/axal
axiom,2025-01-31,yc_listed,Listed in YC directory (Winter 2025),yc,https://www.ycombinator.com/companies/axiom
